DATE    ,OPEN  ,LOW   ,HI    
20070412,231.77,230.89,233.77
20070411,232.8,231.07,234.47
20070410,233.31,232.35,235.16
20070409,236.25,232.56,236.26
20070405,235.41,234.58,235.81
20070404,235.83,234.56,236.26
20070403,231.79,231.77,236.89
20070402,228.65,225.83,229.04
20070330,230.82,227.84,231.47
20070329,232.04,227.27,232.77
20070328,230.7,229.84,232.49
20070327,231.54,229.94,232.38
20070326,230.04,227.58,232.27
20070323,230.49,228.31,231.46
20070322,227.58,226.04,230.85
20070321,222.43,222.38,228.06
20070320,222.67,221.58,223.58
20070319,221.4,220.09,224.03
20070316,222.6,219.73,223.13
20070315,223.71,221.75,224.69
20070314,221.39,219.28,224.11
20070313,224.83,221.19,225.74
20070312,226.06,225.33,227.4
20070309,228.77,224.82,228.97
20070308,229.38,226.82,232.52
20070307,231.11,226.92,231.34
20070306,223.51,223.47,229.27
20070305,218.29,218.28,222.53
20070302,222.33,219.12,224.13
20070301,221.11,219.78,225.98
20070228,224.98,221.3,226.61
20070227,227.27,223.36,229.67
20070226,236.18,231.64,237.39
20070223,237.64,233.67,238.24
20070222,239.11,236.96,241.88
20070221,234.69,233.64,239.1
20070220,234,232.12,236.14
20070216,231.17,230.8,234.84
20070215,232.77,230.13,232.83
20070214,229.77,229.38,234.33
20070213,229.35,228.4,231.16
20070212,230.11,227.28,230.96
20070209,235.59,230.52,236.1
20070208,233.79,232.34,236.64
20070207,236.67,234.16,236.94
20070206,233.82,233.4,236.41
20070205,238.51,232.86,238.76
20070202,241.06,238.67,242.26
20070201,252.75,240.52,252.75
20070131,248,247.51,252.25
20070130,246.75,245.36,248.75
20070129,248.75,245,249.13
20070126,245.22,243.27,248.7
20070125,250.25,242.59,252
20070124,241.98,241.4,249.52
20070123,240.15,238.41,242.13
20070122,246,239.01,246.08
20070119,243.75,243.13,245.13
20070118,247.01,243.47,247.99
20070117,251.45,246.94,253.63
20070116,253.52,251.4,256.24
20070112,250.74,249.75,252.25
20070111,248.35,247.84,250.62
20070110,241.97,240.78,246.53
20070109,242.48,240.36,243.88
20070108,243.6,240.86,244.69
20070105,241.01,238.82,243.51
20070104,234.27,233.94,241.73
20070103,232.77,230.32,238.09
20061229,230.82,229.7,232
20061228,233.33,230.89,234.06
20061227,229.77,229.32,233.81
20061226,228.03,227.07,229.51
20061222,228.52,226.14,229.09
20061221,231.86,225.94,232.39
20061220,234.76,230.93,235.51
20061219,230.63,229.02,234.42
20061218,241.01,230.13,241.13
20061215,241.08,239.68,241.81
20061214,239.88,238.39,241.63
20061213,242.1,238.27,242.51
20061212,241.68,239.9,242.94
20061211,242.22,241.66,244.21
20061208,240.73,239.76,244.06
20061207,244.87,240.97,245.65
20061206,243.24,242.02,245.95
20061205,243.46,242.2,244.48
20061204,241.26,239.44,243.47
20061201,242.75,239.01,243.95
20061130,241.85,240.53,244.95
20061129,246.87,240.88,247.12
20061128,240.32,238.28,244.69
20061127,250.43,242.13,250.64
20061124,252,251.7,253.5
20061122,255.23,252.64,256.24
20061121,248.02,247.67,254.74
20061120,248.95,246.08,248.95
20061117,246.38,246.25,249.58
20061116,247.25,246.03,248.59
20061115,246.47,245.72,249.68
20061114,240.11,240.01,244.73
20061113,237.21,236.83,240.34
20061110,236.65,234.91,237.12
20061109,238.01,235.69,239.51
20061108,234.94,234.07,240.63
20061107,238.24,235.65,239.27
20061106,236.65,235.93,239.59
20061103,235.88,232.3,236.64
20061102,233.52,232.96,236.63
20061101,239.14,232.4,239.32
20061031,238.79,236.68,240.84
20061030,237.17,234.77,239.99
20061027,241.71,236.01,242.38
20061026,243.6,241.86,245.73
20061025,238.51,237.32,244.01
20061024,237.9,235.47,238.69
20061023,230.91,229.95,242.08
20061020,229.27,226.57,229.82
20061019,209.9,209.58,227.23
20061018,211.29,208.54,212.16
20061017,209.94,208.14,211.66
20061016,213.64,210.46,214.39
20061013,213.67,212.57,214.54
20061012,214.07,211.79,214.63
20061011,212.3,211.67,214.74
20061010,215.56,210.98,218.71
20061009,212.19,211.5,215.76
20061006,204.9,204.67,210.74
20061005,207.14,205.22,208.91
20061004,202.28,201.32,207.68
20061003,200.44,198.9,203.03
20061002,200.75,200.2,202.8
20060929,202.36,200.5,202.61
20060928,201.84,200.07,203.29
20060927,202.95,200.98,205.4
20060926,202.55,200.68,203.64
20060925,202.59,201.05,204.52
20060922,202.29,200.48,203.52
20060921,199.95,199.73,204.02
20060920,203.35,197.11,203.49
20060919,207.52,196.17,207.54
20060918,204.8,204.53,209.14
20060915,203.54,203.17,204.82
20060914,201.95,200.76,202.94
20060913,197.38,197.35,203.18
20060912,192.31,192.25,196.17
20060911,188.94,188.7,192.15
20060908,188.17,188.17,190.2
20060907,189.51,188.51,190.68
20060906,190.86,189.64,191.4
20060905,189.75,188.53,192.51
20060901,190.31,188.41,190.45
20060831,190.56,188.91,190.88
20060830,189.42,189.07,192.13
20060829,190.2,188.41,190.97
20060828,187.62,187.31,190.28
20060825,186.35,186.06,187.47
20060824,187.03,185.94,188.01
20060823,188.63,186.14,188.95
20060822,188.68,187.23,189.44
20060821,188.86,187.42,189.31
20060818,192.96,190.18,193.35
20060817,193,191.77,194.8
20060816,191.55,190.87,194.03
20060815,186.87,186.11,190.64
20060814,185.56,184.15,187.38
20060811,187.01,183.82,187.45
20060810,186.75,186.04,188.65
20060809,191.7,187.99,192.15
20060808,191.22,189.36,192.06
20060807,185.56,185.39,189.68
20060804,189.59,185.69,190.15
20060803,182.31,181.5,188.77
20060802,187.62,182.42,188.4
20060801,192.36,187.57,192.69
20060731,193.81,191.46,194.39
20060728,190.81,190.67,194.59
20060727,193.49,188.79,193.55
20060726,193.91,191.31,195.76
20060725,192.32,191.71,195.46
20060724,196.21,190.41,196.75
20060721,192.88,188.66,195.68
20060720,201.94,192.64,202.02
20060719,197.31,197.13,200.37
20060718,204.67,198.67,205.08
20060717,202.11,201.66,205.29
20060714,204.96,199.11,205.54
20060713,206.79,203.21,208.96
20060712,210.83,208.16,211.16
20060711,209.04,206.31,212.31
20060710,211.51,207.98,212.4
20060707,212.81,207.73,213.73
20060706,211.48,210.78,212.48
20060705,210.55,207.61,211.19
20060703,209.81,209.52,211.67
20060630,207.59,205.96,209.46
20060629,203.79,202.71,208.89
20060628,201.8,200.36,203.04
20060627,202.65,200.3,203.8
20060626,203.17,201.42,203.95
20060623,201.18,200.17,204.67
20060622,200.59,193.81,202.8
20060621,195.33,194.68,201.8
20060620,193.82,193.06,195.74
20060619,195.23,193.3,197.2
20060616,194.36,193.81,195.27
20060615,193.12,191.31,195.93
20060614,194.72,189.07,195.35
20060613,190.26,188.87,193.31
20060612,193.98,190.31,195.05
20060609,195.9,192.48,197.52
20060608,193.68,189.11,196.94
20060607,196.42,193.06,197.23
20060606,188.1,187.96,194.8
20060605,187.9,186.89,190.53
20060602,192.54,188.54,193.35
20060601,186.58,185.61,191.3
20060531,186.71,183.21,188.94
20060530,188.95,185.54,190.31
20060526,192.08,189.82,192.75
20060525,189.35,185.97,191.31
20060524,188.49,185.62,191.53
20060523,186.92,186.59,191.75
20060522,183.74,182.44,186.33
20060519,186.45,180.1,187.06
20060518,189.2,185.17,190.71
20060517,185.12,184.92,189.73
20060516,187.81,184.76,188.24
20060515,187.78,183.94,189.88
20060512,191.58,186.59,192.24
20060511,201.51,192.3,202.15
20060510,203.95,200.73,205.65
20060509,197.65,196.68,204.3
20060508,197.36,194.83,198.36
20060505,198.6,195.69,200.14
20060504,197.32,195.91,199.24
20060503,197.98,195.24,200.55
20060502,200.34,194.01,201.04
20060501,209.03,199.08,209.51
20060428,209.1,207.94,212.65
20060427,211.24,209.49,213.24
20060426,213.66,211.55,214.8
20060425,219.6,212.79,220.3
20060424,219.48,218.04,222.13
20060421,224.23,217.87,225.13
20060420,205.3,203.9,207.79
20060419,206.08,203.16,206.61
20060418,203.76,200.55,204.71
20060417,201.52,200.22,206.04
20060413,204.11,200.05,204.68
20060412,204.3,202.39,205.46
20060411,208,202.91,209.34
20060410,203.34,202.42,208.38
20060407,206,201.81,206.22
20060406,203.04,202.51,206.74
20060405,203.9,201.21,207.08
20060404,194.76,193.88,202.25
20060403,194.57,193.77,196.04
20060331,194.18,191.82,195.74
20060330,194.4,191.61,196.55
20060329,189.78,189.57,199.3
20060328,185.67,185.4,188.74
20060327,183.36,182.32,185.67
20060324,184.13,181.07,184.86
20060323,171,169.93,172.7
20060322,169.71,168.58,171.88
20060321,174.83,169.37,175.65
20060320,171,170.6,174.87
20060317,169.23,167.3,170.72
20060316,174.13,168.78,174.2
20060315,175.21,170.09,175.97
20060314,168.4,166.14,176.01
20060313,170.29,167.56,172.88
20060310,171.58,165.61,172.08
20060309,177.52,170.58,179.09
20060308,176.79,175.1,179.84
20060307,182.33,178.9,184.04
20060306,190.26,183.39,191.51
20060303,191.96,187.69,193.43
20060302,181.96,180.92,190.36
20060301,184.1,180.47,184.54
20060228,196.4,169.09,198.57
20060227,190.44,189.95,195.65
20060224,188.46,186.56,189.84
20060223,182.62,182.51,190.43
20060222,183.39,181.75,184.29
20060221,183.04,182.37,186.58
20060217,184.75,181.63,185.88
20060216,172.66,172.07,183.32
20060215,170.46,168.75,172.83
20060214,172.49,171.03,175.67
20060213,173.15,170.77,175.12
20060210,180.79,176.39,182.07
20060209,185.41,177.88,187.01
20060208,184.06,177.16,185.16
20060207,191.3,181.49,191.66
20060206,192.46,189.59,194.76
20060203,196.61,186.1,196.75
20060202,201.71,197.79,203.05
20060201,194.32,193.57,200.8
20060131,215.07,211.77,219.58
20060130,214.4,212.29,216.42
20060127,217.28,214.28,218.89
20060126,219.55,211.57,219.78
20060125,225.4,214.4,226.89
20060124,217.8,217.02,222.25
20060123,203.49,202.66,213.98
20060120,219.13,197.17,219.8
20060119,225.36,216.28,226.52
20060118,223.43,221.4,228.45
20060117,231.3,231.03,234.72
20060113,231.92,230.57,233.21
20060112,236.62,230.52,237.26
20060111,235.4,234.36,237.32
20060110,231.98,230.79,234.89
20060109,232.97,230.24,236.46
20060106,228.21,226.39,235.01
20060105,222.78,220.53,225.55
20060104,221.73,219.66,224.26
20060103,211.05,208.9,217.62
20051230,208.43,206.66,208.9
20051229,213.78,209.38,214.15
20051228,211.96,210.42,213.68
20051227,215.71,211.17,215.71
20051223,215.86,214.18,216.03
20051222,215.67,212.75,216.21
20051221,216.56,210.14,218.21
20051220,213.72,212.12,215.88
20051219,215.88,209.84,222.88
20051216,212.46,211.16,216.03
20051215,209.35,208.04,211.36
20051214,208.31,207.54,209.66
20051213,206.04,205.61,208.79
20051212,207.11,204.77,207.4
